name,bmi
290060.jpg,27.12459797990580
290079.jpg,35.77750523607560
290098.jpg,25.544050471318900
290118.jpg,28.88910469970590
290147.jpg,20.800875137253200
290167.jpg,27.43507724918680
290173.jpg,23.515754983048100
290182.jpg,26.571034755826100
290201.jpg,22.428566060922700
290206.jpg,48.788612173645100
290248.jpg,23.627627125029500
290250.jpg,26.705345610837300
290267.jpg,30.848971351514100
290268.jpg,31.63734798108940
290273.jpg,26.962127780172300
290302.jpg,20.982333643960200
290310.jpg,32.48798729691560
290328.jpg,27.463655454654700
290339.jpg,24.88893775578080
290350.jpg,28.696717536292200
290352.jpg,23.674791967441100
290376.jpg,31.324106911969700
290384.jpg,24.88893775578080
290391.jpg,27.89405195949850
290392.jpg,31.872487610308600
290394.jpg,26.49934936152360
290418.jpg,25.087906712902500
290434.jpg,23.012592866586200
290503.jpg,27.261881659477600
290504.jpg,29.953260197644700
290505.jpg,20.360669492780300
290566.jpg,27.261881659477600
290619.jpg,35.87089692036530
290635.jpg,24.21038497380030
290637.jpg,26.625490875174200
290641.jpg,25.059285529575700
290642.jpg,25.059285529575700
290667.jpg,22.957374029033800
290685.jpg,25.842717168001000
290691.jpg,27.497832448109300
290695.jpg,23.99810831835000
290698.jpg,32.865094616096400
290716.jpg,31.38080845443580
290718.jpg,26.5810805156582
290727.jpg,30.8138603201969
290750.jpg,33.9057474748823
290774.jpg,35.12635438397810
290805.jpg,22.142528963188400
290817.jpg,32.07815975342330
290882.jpg,25.017397806260300
290915.jpg,32.10720958476890
290918.jpg,29.986105856460900
290972.jpg,31.66385796836150
290974.jpg,33.71864310514340
290975.jpg,25.842717168001000
290987.jpg,19.73950235803300
290988.jpg,27.069276219197600
291027.jpg,19.485425487605800
291070.jpg,22.957374029033800
291081.jpg,24.961050164703900
291140.jpg,22.150900429715200
291144.jpg,25.017397806260300
291154.jpg,34.703077339887100
291163.jpg,26.631423471180300
291174.jpg,31.95014421082100
291182.jpg,31.66385796836150
291245.jpg,24.309202871652500
291246.jpg,27.89405195949850
291268.jpg,21.926874838378800
291301.jpg,27.43843630364030
291360.jpg,25.60607209924100
291367.jpg,21.90083509478340
291385.jpg,25.109627844255700
291399.jpg,36.262267547348000
291400.jpg,33.00122516673610
291404.jpg,27.463655454654700
291407.jpg,33.60259020334220
291424.jpg,24.4075571839453
291489.jpg,20.92053896962390
291495.jpg,26.625490875174200
291499.jpg,24.21038497380030
291524.jpg,21.8264843934728
291530.jpg,29.02520313766470
291544.jpg,25.104353820343900
291561.jpg,25.842717168001000
291569.jpg,22.807187920820500
291585.jpg,23.028230121716000
291598.jpg,28.88910469970590
291640.jpg,21.926874838378800
291641.jpg,38.27361025254600
291667.jpg,22.59635930888020
291675.jpg,23.130573152625600
291695.jpg,21.482681600085400
291697.jpg,26.38654830696790
291702.jpg,28.591403258485900
291724.jpg,20.34344848492940
291737.jpg,22.4982265484531
291742.jpg,37.36508826005300
291746.jpg,27.45715518117430
291748.jpg,25.059285529575700
291750.jpg,25.059285529575700
291789.jpg,20.982333643960200
291795.jpg,20.800875137253200
291796.jpg,27.368625504984600
291827.jpg,21.338949749016300
291845.jpg,33.00122516673610
291870.jpg,25.827045782663000
291876.jpg,23.91393128024350
291887.jpg,23.493080183977300
291890.jpg,31.324106911969700
291893.jpg,37.43194521227010
291898.jpg,24.40729546456120
291908.jpg,31.38080845443580
291919.jpg,24.327667115541800
291920.jpg,26.285735176595300
291930.jpg,25.104353820343900
291931.jpg,25.067220891619500
291937.jpg,28.796170558629700
291948.jpg,26.544463721070300
291955.jpg,25.842717168001000
291957.jpg,21.30009614054730
291971.jpg,18.47058381487750
291986.jpg,25.059285529575700
291998.jpg,30.8138603201969
291999.jpg,22.150900429715200
292024.jpg,27.12459797990580
292034.jpg,35.621840214406600
292050.jpg,23.493080183977300
292063.jpg,26.625490875174200
292120.jpg,30.8138603201969
292132.jpg,24.631762954486100
292155.jpg,22.314220056906900
292170.jpg,29.294565818298300
292173.jpg,20.526469128738400
292177.jpg,27.368625504984600
292182.jpg,18.794464147181800
292184.jpg,24.412138181915300
292193.jpg,25.801998062536100
292194.jpg,31.455815743534300
292207.jpg,26.5810805156582
292209.jpg,24.21038497380030
292212.jpg,38.74056867399450
292219.jpg,22.86256437432230
292240.jpg,25.34020293924430
292257.jpg,34.372290560136700
292260.jpg,34.66559286022150
292282.jpg,20.2231876706364
292292.jpg,25.38862370919190
292306.jpg,25.017397806260300
292312.jpg,25.38862370919190
292313.jpg,32.48798729691560
292315.jpg,31.01126060160120
292321.jpg,25.090253131412900
292328.jpg,19.80310672959010
292332.jpg,29.859474801020300
292348.jpg,26.544463721070300
292405.jpg,41.179789664579300
292411.jpg,21.286708726099100
292416.jpg,27.261881659477600
292423.jpg,25.03626151016000
292428.jpg,30.131553413106800
292441.jpg,44.93687963362050
292455.jpg,25.495017645879500
292459.jpg,19.131145024194800
292479.jpg,20.2231876706364
292480.jpg,33.51252105446350
292491.jpg,28.05780721097250
292497.jpg,28.12886510234530
292503.jpg,26.625120175684100
292512.jpg,26.21675429241510
292527.jpg,27.12459797990580
292563.jpg,26.544463721070300
292570.jpg,25.104646763548600
292597.jpg,25.087906712902500
292606.jpg,24.82266066889280
292615.jpg,22.4982265484531
292626.jpg,22.428566060922700
292631.jpg,20.158851161858200
292640.jpg,21.286708726099100
292646.jpg,37.122590293160400
292661.jpg,23.0882297685969
292673.jpg,27.408593547973500
292679.jpg,29.01638513485210
292680.jpg,25.059285529575700
292686.jpg,33.00122516673610
292688.jpg,24.845489747274700
292690.jpg,25.768368080910500
292699.jpg,24.21038497380030
292700.jpg,28.88910469970590
292702.jpg,43.3336570495589
292713.jpg,24.327667115541800
292716.jpg,28.24544913610030
292728.jpg,22.046948323459800
292735.jpg,30.683457155448300
292737.jpg,27.368625504984600
292741.jpg,24.855995239768300
292751.jpg,21.256827804660900
292756.jpg,20.805120213811900
292764.jpg,20.526469128738400
292765.jpg,31.38080845443580
292774.jpg,27.368625504984600
292779.jpg,30.785295203134800
292781.jpg,30.131553413106800
292825.jpg,26.5810805156582
292834.jpg,26.49934936152360
292839.jpg,27.78996918337030
292847.jpg,23.73402323241760
292848.jpg,19.766229531377700
292861.jpg,23.70994416557370
292865.jpg,27.89405195949850
292870.jpg,21.412537082058000
292885.jpg,20.175320811500200
292900.jpg,28.12886510234530
292908.jpg,22.957374029033800
292941.jpg,25.059285529575700
292959.jpg,25.059285529575700
292984.jpg,23.73402323241760
293015.jpg,25.104646763548600
293019.jpg,23.028230121716000
293027.jpg,23.17983911485760
293063.jpg,23.493080183977300
293067.jpg,24.344514530441800
293074.jpg,28.12886510234530
293091.jpg,25.104646763548600
293099.jpg,22.315241567598800
293100.jpg,20.597741590991
293101.jpg,24.327667115541800
293112.jpg,19.900618123460500
293120.jpg,27.064529666040300
293122.jpg,23.123177285910100
293125.jpg,31.56638928992140
293126.jpg,28.32189468761260
293130.jpg,24.327667115541800
293134.jpg,22.807187920820500
293136.jpg,23.40337214134020
293154.jpg,20.07220250513030
293160.jpg,26.625490875174200
293162.jpg,28.729656835576300
293167.jpg,27.497832448109300
293169.jpg,29.052461968560300
293170.jpg,21.52253815221920
293173.jpg,17.720720343772100
293177.jpg,25.178800372752300
293178.jpg,33.00122516673610
293183.jpg,29.288754557473400
293192.jpg,30.409583894427300
293204.jpg,20.175320811500200
293219.jpg,24.412138181915300
293221.jpg,40.89282248921640
293225.jpg,32.890312257568200
293228.jpg,26.625120175684100
293234.jpg,21.768902353248500
293236.jpg,19.968840131763100
293243.jpg,24.392209905848400
293250.jpg,20.982333643960200
293254.jpg,30.409583894427300
293256.jpg,29.859474801020300
293262.jpg,21.412537082058000
293267.jpg,19.368307979040200
293270.jpg,19.136805126273000
293272.jpg,23.627627125029500
293273.jpg,25.801998062536100
293274.jpg,27.89405195949850
293282.jpg,31.193287676891700
293301.jpg,28.97479889357200
293302.jpg,21.97092436372370
293325.jpg,23.493080183977300
293326.jpg,22.150900429715200
293341.jpg,22.314220056906900
293345.jpg,18.131133773674000
293351.jpg,26.49934936152360
293353.jpg,25.84238820237500
293364.jpg,24.21038497380030
293380.jpg,27.43843630364030
293383.jpg,25.67821693349740
293385.jpg,24.96517650375110
293392.jpg,20.34344848492940
293412.jpg,25.827045782663000
293419.jpg,28.19169622077270
293428.jpg,25.79308517019400
293439.jpg,23.70994416557370
293441.jpg,25.067220891619500
293448.jpg,24.327667115541800
293449.jpg,36.262267547348000
293458.jpg,25.82441063872030
293461.jpg,30.541004239170400
293467.jpg,22.709977511178000
293494.jpg,21.699678383924700
293500.jpg,25.059285529575700
293501.jpg,28.19169622077270
293520.jpg,25.67821693349740
293528.jpg,20.98715163101970
293535.jpg,22.957374029033800
293536.jpg,25.801998062536100
293539.jpg,26.77896598348600
293541.jpg,23.627627125029500
293546.jpg,27.261881659477600
293574.jpg,21.52253815221920
293581.jpg,37.92960312562040
293587.jpg,33.770124484982800
293589.jpg,25.059285529575700
293591.jpg,29.288754557473400
293599.jpg,33.00122516673610
293607.jpg,28.7477339230234
293613.jpg,25.842717168001000
293615.jpg,24.365990472686700
293619.jpg,29.953260197644700
293624.jpg,24.21038497380030
293625.jpg,23.296980153723600
293626.jpg,28.48082787890110
293634.jpg,23.627627125029500
293637.jpg,32.54951757588700
293674.jpg,26.5810805156582
293702.jpg,25.801998062536100
293719.jpg,24.276182856776500
293727.jpg,24.21038497380030
293735.jpg,22.150900429715200
293754.jpg,22.709977511178000
293757.jpg,17.97475185344820
